,IngMeanWa,IngMeanWc,IngSDWa,IngSDWc,DermMeanWa,DermMeanWc,DermSDWa,DermSDWc,IngMeanSa,IngMeanSc,IngSDSa,IngSDSc,DermMeanSa,DermMeanSc,DermSDSa,DermSDSc
Cr,2.6820728291316525,1.922509803921569,1.0293641255006967,0.7378482051588993,0.003446257272139625,0.006100271493212671,0.0013226537194125873,0.0023412491125234304,2.19187675070028,1.5711372549019609,0.8728500712600987,0.6256589310792389,0.00281639301874596,0.004985339366515838,0.0011215451992560531,0.001985263915924508
Ni,0.4327731092436974,0.31021176470588235,0.3667203205678776,0.2628651257830547,0.001673389355742297,0.0029620915032679738,0.0014179852395291269,0.002509996860775696,0.3705882352941176,0.2656376470588235,0.3163274019273133,0.2267434817014982,0.0014329411764705882,0.002536470588235294,0.0012231326207856115,0.0021650853287469444
Cu,1.771533613445378,1.269835294117647,0.7543788176938918,0.5407387365229818,0.007397924369747899,0.013095176470588235,0.003150285942689692,0.005576368220393249,1.4900210084033614,1.0680470588235293,0.6770563027509883,0.48531395781190845,0.0062223277310924354,0.011014235294117646,0.0028273871202881265,0.0050048001899353056
As,40.33613445378152,28.912941176470593,16.67135538289517,11.950027538459262,0.16844369747899163,0.29816470588235294,0.06961958007897023,0.12323465899036111,34.52380952380952,24.74666666666667,15.303523966883857,10.969565979462352,0.14417142857142856,0.25520000000000004,0.063907516085707,0.11312364916320551
Cd,1.361344537815126,0.9758117647058825,0.5973317521183982,0.42816739991846786,0.11369949579831932,0.20126117647058825,0.04988914793692861,0.08830952623318399,1.0,0.7168000000000001,0.5069667702349425,0.3633937809044068,0.08352,0.14784,0.0423418646500224,0.07494996731153392
Pb,1.2665066026410565,0.9078319327731093,0.5216307461917065,0.3739049188702151,4.407442977190876e-05,7.801680672268908e-05,1.815274996747138e-05,3.2132453965409104e-05,1.0204081632653061,0.7314285714285713,0.47176637777823793,0.338162139591441,3.551020408163265e-05,6.285714285714285e-05,1.6417469946682682e-05,2.9060808871139457e-05
